Month,Safari & iOS,Chrome & Android,Edge & Windows,Chrome & Windows,Chrome & iOS,Samsung Internet & Android,Safari & Macintosh,Chrome & Macintosh,Chrome & Chrome OS,Firefox & Windows,Android Webview & Android,Chrome & Linux,Edge & Android,Safari (in-app) & iOS,Opera & Windows,Firefox & Android,Firefox & Macintosh,Amazon Silk & Android,Edge & Macintosh,Opera & Android,Samsung Internet & Linux,Firefox & Linux,Opera & Macintosh,(not set) & Android,Edge & Linux,(not set) & iOS,Mozilla Compatible Agent & Macintosh,YaBrowser & Windows,(not set) & (not set),YaBrowser & Android,UC Browser & Android,YaBrowser & iOS,Opera & Linux
March 2026,"30,079,078","19,437,914","13,035,918","11,303,180","3,944,630","3,288,231","3,226,125","2,204,066","493,557","480,511","307,969","225,419","208,054","201,700","140,868","121,130","94,953","55,876","51,729","50,972","46,933","25,414","11,341","10,874","6,356","4,508","3,958","3,057","2,877","1,894","1,234","1,200","1,146"
February 2026,"25,800,274","16,513,944","11,557,968","10,135,404","3,500,907","2,765,030","2,998,875","1,956,645","427,734","456,626","272,596","210,783","199,109","173,787","121,180","112,261","89,411","52,689","45,200","46,604","42,180","22,189","9,886","8,753","5,927","5,427","3,477","2,778","3,270","1,614","1,327",887,"1,116"
January 2026,"28,510,228","17,955,537","13,410,532","12,003,938","3,712,014","2,859,281","3,497,319","2,357,915","546,624","540,737","254,101","306,239","190,529","254,986","136,503","112,838","112,224","60,821","51,506","48,166","45,261","25,524","12,258","13,604","5,959","4,899","3,501","2,303","4,007","1,368","1,017",842,"1,018"
December 2025,"21,944,660","13,862,146","9,336,625","8,459,366","2,874,310","2,022,583","2,426,377","1,641,368","363,981","405,700","189,296","251,912","164,826","229,047","110,367","93,929","75,125","48,345","34,825","42,138","34,412","18,970","9,134","32,228","4,739","4,134","3,080","2,161","4,333","1,205",146,683,"1,048"
November 2025,"24,597,063","15,868,741","11,672,000","10,571,821","3,192,517","2,186,965","2,989,263","1,899,927","447,515","480,361","196,347","209,366","185,109","214,460","131,780","101,152","90,190","58,530","41,431","46,447","37,155","20,861","10,549","40,234","5,658","3,653","3,626","2,732","2,713","1,340",575,793,"1,129"
